courseNumber,name,departmentCode,description,credits,professorName
AGEC 401,Global Agri-Industries and Markets - Study Abroad,AGEC,3 Lecture Hours. Understanding agriindustries and markets; analysis of production; importing; exporting; provides classroom experience with an exposure to a variety of global cultures in an international setting. May be taken three times for credit. Prerequisites: AGEC 105 or 3 hours of economics; junior or senior classification or approval of department head.,3,
AGEC 402,Survey of International Agricultural Economics: Study Abroad,AGEC,"3 Lecture Hours. Examine, from an international setting, the shape of international agriculture; how culture, history, politics and geography in foreign countries affect the production and management of agricultural products; agricultural policy formation; countries' natural resources and competitive strategies; may be taken 3 times for credit. Prerequisites: AGEC 105 or 3 hours of economics; junior or senior classification or approval of department head.",3,
AGEC 408,"Economics of Foreign Intervention, Conflict and Development",AGEC,"3 Lecture Hours. Economic models of conflict and development; dynamic socio-political models of conflict; conflict and vulnerable groups; quantitative techniques and methods in conflict and development research; interaction between poverty, natural resources and conflict in developing countries; role of multilateral, bilateral, and strategic stakeholders in conflict resolution and promotion of economic development. Prerequisites: AGEC 105 or ECON 202 or equivalent; ENGL 104 ; or approval of inst",3,
AGEC 413,Agricultural Cooperatives,AGEC,"3 Lecture Hours. Historical development and principles of cooperative associations in our economic system; organizational and operational aspects of cooperatives; legal considerations, financing, management, and member relations; and future role of cooperatives. Prerequisites: AGEC 105 ; AGEC 314 ; and junior or senior classification.",3,
AGEC 414,Agribusiness and Food Market Analysis,AGEC,3 Lecture Hours. Application of economic and marketing principles to contemporary food and agribusiness marketing; practical marketing management for agribusiness firms; market analysis; and marketing strategy and planning as related to the emerging trends in the global food and agribusiness sector of the economy. Prerequisites: AGEC 317 ; MKTG 321 ; and junior or senior agribusiness majors only.,3,
AGEC 415,Food and Agribusiness Strategic Market Planning,AGEC,"Credits 0 to 3. 0 to 3 Lecture Hours. Development of a market plan targeting the food and agribusiness market sector; market analysis; business propositions; action plans for executing the 4 P's (Product, Price, Place, Promotion); monitoring and measurement. Prerequisites: AGEC 314 or MKTG 321 or MKTG 409 ; AGEC 315 ; junior or senior classification or approval of instructor.",0,
AGEC 416,Sales Management and Advanced Techniques in Professional Technical Selling for AgriFood Firms,AGEC,"3 Lecture Hours. . Principles and practices of sales management in food and agricultural firms; focus on business-to-business selling situations, theoretical and practical information about sales management for AgriFood firms; application of principles. Prerequisites: Grade of C or better in AGEC 216 , AGEC 315 , and AGEC 316 .",3,
AGEC 420,"Food Security, Climate and Conflict",AGEC,"3 Lecture Hours. Economic models of food production and consumption in conflict regimes; the micro-economics of violence; the dynamic relationships of climate and agricultural production; potential impacts of climate change on food and socio-political security; food security among insurgent groups; conflict resistant food systems; and the shifting relationships between poor and rich nations in relationship to climate, food and conflict. Prerequisites: AGEC 105 or ECON 202 , junior or senior clas",3,
AGEC 422,Land Economics,AGEC,"3 Lecture Hours. Economic, institutional, and physical factors involved in the use and control of natural resources; includes elements of introductory land economics as a discipline, economic foundations of land economics, institutional influences on land use, and the effects of public policy on land use. Prerequisites: AGEC 105 or 3 hours economics; and junior or senior classification.",3,
AGEC 423,Establishing Agribusiness Entrepreneurship Networks II,AGEC,"1 Lecture Hour. Engagement opportunities with successful agri/metropolitan entrepreneurs and other professionals, focusing on strategies and tactics for starting and sustaining viable rural and metropolitan business ventures; emphasis on importance of, and how to, develop relationships with a broad spectrum of mentors. Prerequisites: Junior or senior classification or approval of instructor. May not enroll in AGEC 223 and AGEC 423 during the same semester.",1,
AGEC 424,Agribusiness Entrepreneurship – Economic Analysis,AGEC,"2 Lecture Hours. 2 Lab Hours. Strategic planning regarding economic feasibility of a single-enterprise rural or metropolitan business venture; emphasis on processes for developing a comprehensive enterprise budget and construction and evaluation of risk management alternatives; exchanges with “real-world” entrepreneurs, financial experts and other management personnel; computer capabilities essential. Prerequisites: Grade of C or better in AGEC 105 or ECON 202 ; grade of C or better in ACCT 209 ",3,
AGEC 425,Agribusiness Entrepreneurship – Financial Analysis,AGEC,"2 Lecture Hours. 2 Lab Hours. Strategic planning regarding rural and metropolitan business ventures; emphasis on processes for developing comprehensive economics and financial prospectuses, including enterprise budgets, risk management planning, cash flow budgeting, net worth statements, income budgets, reconciliation statements and shock analysis; mentoring exchanges with “real-world entrepreneurs, financial experts and other management personnel. Prerequisites: AGEC 424 ; and junior or senior ",3,
AGEC 429,Agricultural Policy,AGEC,"3 Lecture Hours. Analysis of the causes, nature, and effects of government participation in agriculture; and interrelationship of the American agriculture and agribusiness sector with the political and economic system, public administration, and interest group representation. Prerequisites: AGEC 105 , ECON 202 or ECON 203 ; ENGL 103 or ENGL 104 ; and junior or senior classification.",3,
AGEC 430,Macroeconomics of Agriculture,AGEC,"3 Lecture Hours. Basic functioning of U.S. economy and relationship to agriculture; the differential effects of macroeconomic policy on disposable income, interest rates, unemployment, inflation and exchange rates; impact on agricultural commodity prices, farm input costs, net farm income, farmland values and key financial indicators. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 317 or concurrent enrollment; AGEC 429 ; AGEC 330 or FINC 341 or FINC 409 ; and junior or senior classificati",3,
AGEC 431,Cases in Agribusiness Finance,AGEC,"3 Lecture Hours. Financial management of agribusiness firms; advanced topics in financial statement analysis, liquidity management, investment analysis, and capital structure illustrated through examination of agribusiness cases. Prerequisites: AGEC 317 ; AGEC 340 ; FINC 341 ; and junior or senior agribusiness majors only.",3,
AGEC 432,Rural Real Estate and Financial Analysis,AGEC,3 Lecture Hours. Advanced topics in investment analysis; financial intermediation in agriculture; real estate markets and market analysis; and appraisal valuation. Prerequisites: AGEC 317 (waived for nonmajors); AGEC 330 or FINC 341 or FINC 409 ; AGEC 422 ; and junior or senior classification.,3,
AGEC 434,Rural Financial Markets and Financial Planning,AGEC,"3 Lecture Hours. Organization, structure, conduct and regulation of lending institutions serving commercial agriculture and rural borrowers; borrower financial statement analysis, business forecasting, investment analysis and loan application process; lender credit application underwriting standards, credit scoring and loan decision making process; agricultural loan portfolio analysis. Prerequisites: ACCT 209 or ACCT 229 ; ACCT 210 or ACCT 230 ; AGEC 330 or FINC 341 or FINC 409 ; junior or senio",3,
